4.129234850406646729e-01,7.663916349411010742e-01,6.921592898834205698e-07
4.923053383827209473e-01,7.284162044525146484e-01,-4.329730197787284851e-02
5.526826381683349609e-01,6.472718715667724609e-01,-6.494677066802978516e-02
5.840550661087036133e-01,5.661694407463073730e-01,-8.302218466997146606e-02
6.175118684768676758e-01,5.040675401687622070e-01,-1.014313548803329468e-01
5.022897124290466309e-01,5.062196254730224609e-01,-5.278079211711883545e-02
5.371693372726440430e-01,3.973132371902465820e-01,-8.766694366931915283e-02
5.580474734306335449e-01,3.283168077468872070e-01,-1.120579540729522705e-01
5.746115446090698242e-01,2.679655253887176514e-01,-1.290326118469238281e-01
4.487509131431579590e-01,4.919799566268920898e-01,-5.450716242194175720e-02
4.611825048923492432e-01,3.614959418773651123e-01,-8.629394322633743286e-02
4.692298769950866699e-01,2.773461937904357910e-01,-1.095328554511070251e-01
4.741150140762329102e-01,2.039329111576080322e-01,-1.255595833063125610e-01
3.986419737339019775e-01,5.107089877128601074e-01,-6.077323481440544128e-02
3.881316781044006348e-01,3.966788649559020996e-01,-9.407752752304077148e-02
3.856042623519897461e-01,3.187443614006042480e-01,-1.160006970167160034e-01
3.863928020000457764e-01,2.489574253559112549e-01,-1.301961988210678101e-01
3.516874313354492188e-01,5.561560988426208496e-01,-7.038050889968872070e-02
3.175773024559020996e-01,4.828733801841735840e-01,-1.034562811255455017e-01
2.970138788223266602e-01,4.308802485466003418e-01,-1.192715018987655640e-01
2.818718552589416504e-01,3.771965503692626953e-01,-1.284053027629852295e-01
