3.676339685916900635e-01,7.490304708480834961e-01,6.674605970147240441e-07
4.373155236244201660e-01,7.029701471328735352e-01,-4.386534169316291809e-02
4.879488348960876465e-01,6.113102436065673828e-01,-6.467749178409576416e-02
5.068476200103759766e-01,5.259745717048645020e-01,-8.218991011381149292e-02
5.290795564651489258e-01,4.713295102119445801e-01,-9.994242340326309204e-02
4.359719455242156982e-01,4.791463017463684082e-01,-4.644937813282012939e-02
4.636302590370178223e-01,3.706008791923522949e-01,-7.762654125690460205e-02
4.766777157783508301e-01,2.985128462314605713e-01,-1.005430519580841064e-01
4.845341444015502930e-01,2.390239536762237549e-01,-1.171674132347106934e-01
3.816661834716796875e-01,4.696459770202636719e-01,-4.742255434393882751e-02
3.871860206127166748e-01,3.410665094852447510e-01,-7.733161747455596924e-02
3.875259757041931152e-01,2.566825449466705322e-01,-1.004710495471954346e-01
3.851691186428070068e-01,1.860267221927642822e-01,-1.164647489786148071e-01
3.336187899112701416e-01,4.901641905307769775e-01,-5.311939492821693420e-02
3.198693394660949707e-01,3.758115470409393311e-01,-8.459684252738952637e-02
3.107748329639434814e-01,2.995954751968383789e-01,-1.065021604299545288e-01
3.051218390464782715e-01,2.341170907020568848e-01,-1.210118830204010010e-01
2.888995409011840820e-01,5.365186929702758789e-01,-6.238881871104240417e-02
2.556378245353698730e-01,4.654441177845001221e-01,-9.341205656528472900e-02
2.337314635515213013e-01,4.166498780250549316e-01,-1.089096665382385254e-01
2.174777239561080933e-01,3.682913184165954590e-01,-1.183258593082427979e-01
