4.367169737815856934e-01,6.538395881652832031e-01,-4.586050295074528549e-07
5.363839864730834961e-01,6.109188795089721680e-01,-5.357683449983596802e-02
6.502377986907958984e-01,5.040775537490844727e-01,-7.916752249002456665e-02
6.677035093307495117e-01,3.919183015823364258e-01,-9.875500947237014771e-02
5.939081907272338867e-01,3.690323531627655029e-01,-1.104766353964805603e-01
5.731394290924072266e-01,2.803205549716949463e-01,-2.325194515287876129e-02
6.062889695167541504e-01,2.965248227119445801e-01,-6.678949296474456787e-02
5.927811264991760254e-01,4.038217067718505859e-01,-9.150896221399307251e-02
5.709329247474670410e-01,4.170073270797729492e-01,-1.044979766011238098e-01
5.007842779159545898e-01,2.634611725807189941e-01,-1.856710202991962433e-02
5.316672921180725098e-01,3.025445342063903809e-01,-5.963890627026557922e-02
5.276368260383605957e-01,4.319605231285095215e-01,-7.016145437955856323e-02
5.059168338775634766e-01,4.285680353641510010e-01,-6.938819587230682373e-02
4.322691559791564941e-01,2.868402898311614990e-01,-2.155194617807865143e-02
4.603410065174102783e-01,3.111417889595031738e-01,-6.920568645000457764e-02
4.713767766952514648e-01,4.352493584156036377e-01,-5.296633020043373108e-02
4.553288221359252930e-01,4.468499720096588135e-01,-3.191285952925682068e-02
3.645581901073455811e-01,3.272774219512939453e-01,-2.883885987102985382e-02
3.970733880996704102e-01,3.297607898712158203e-01,-5.528620630502700806e-02
4.155175983905792236e-01,4.187911748886108398e-01,-3.365565463900566101e-02
4.077497422695159912e-01,4.382416903972625732e-01,-9.639083407819271088e-03
