4.381044805049896240e-01,6.356402635574340820e-01,-4.606761763170652557e-07
5.430180430412292480e-01,6.058681607246398926e-01,-5.730168521404266357e-02
6.521611809730529785e-01,5.099403262138366699e-01,-8.353200554847717285e-02
6.427032947540283203e-01,4.276764690876007080e-01,-1.017887517809867859e-01
5.730295181274414062e-01,4.332237839698791504e-01,-1.102868542075157166e-01
5.990505218505859375e-01,2.847161889076232910e-01,-3.300301730632781982e-02
6.513987779617309570e-01,2.888653576374053955e-01,-7.431753724813461304e-02
6.211191415786743164e-01,3.956674337387084961e-01,-9.755544364452362061e-02
5.936340093612670898e-01,3.997032642364501953e-01,-1.124549135565757751e-01
5.334887504577636719e-01,2.673958539962768555e-01,-2.581176534295082092e-02
5.860646963119506836e-01,2.820794582366943359e-01,-6.918560713529586792e-02
5.667856335639953613e-01,4.039307832717895508e-01,-8.204584568738937378e-02
5.413609147071838379e-01,3.955782949924468994e-01,-8.389342576265335083e-02
4.716095924377441406e-01,2.852302789688110352e-01,-2.594068460166454315e-02
5.148102045059204102e-01,2.970261573791503906e-01,-6.861498951911926270e-02
5.143741369247436523e-01,4.095044434070587158e-01,-5.792825296521186829e-02
4.955512583255767822e-01,4.099665284156799316e-01,-4.331712424755096436e-02
4.129298925399780273e-01,3.157130479812622070e-01,-3.080336935818195343e-02
4.524308741092681885e-01,3.183269500732421875e-01,-4.926114156842231750e-02
4.599720239639282227e-01,3.942376077175140381e-01,-3.206837177276611328e-02
4.440962374210357666e-01,3.979633748531341553e-01,-1.566142775118350983e-02
