4.504310488700866699e-01,6.242486238479614258e-01,-3.615746209106873721e-07
5.555633902549743652e-01,5.998907089233398438e-01,-5.095576122403144836e-02
6.661484241485595703e-01,5.144775509834289551e-01,-7.539190351963043213e-02
6.593959331512451172e-01,4.236949980258941650e-01,-9.500293433666229248e-02
5.868138074874877930e-01,4.157755374908447266e-01,-1.052578315138816833e-01
6.240912675857543945e-01,3.179221153259277344e-01,-2.992731332778930664e-02
6.659495234489440918e-01,2.779659628868103027e-01,-7.414860278367996216e-02
6.381193399429321289e-01,3.899450898170471191e-01,-9.502576291561126709e-02
6.145968437194824219e-01,4.198707640171051025e-01,-1.050758883357048035e-01
5.604600310325622559e-01,2.982250452041625977e-01,-2.718643099069595337e-02
6.036407947540283203e-01,2.492132782936096191e-01,-7.839894294738769531e-02
5.846244692802429199e-01,3.795443773269653320e-01,-8.975840359926223755e-02
5.607881546020507812e-01,4.030112028121948242e-01,-8.600944280624389648e-02
4.976013004779815674e-01,3.025150299072265625e-01,-3.168144077062606812e-02
5.325549840927124023e-01,2.611014842987060547e-01,-8.012703061103820801e-02
5.307666659355163574e-01,3.843835592269897461e-01,-6.401771306991577148e-02
5.126214623451232910e-01,4.112913608551025391e-01,-4.148676991462707520e-02
4.304198324680328369e-01,3.182068765163421631e-01,-4.015900567173957825e-02
4.689086377620697021e-01,2.835108637809753418e-01,-6.090170890092849731e-02
4.767488539218902588e-01,3.652131855487823486e-01,-3.857512399554252625e-02
4.629887044429779053e-01,3.885453343391418457e-01,-1.648971065878868103e-02
